timestamp,hour,node_id,city,latitude,longitude,irradiance_Wm2,air_temp_C,P_max_W,P_reported_W,fdia_detected,verification_status
2026-04-03T03:00:00+08:00,3,BEI-001,Beijing,39.887642,116.38095,0.0,13.2,0.0,0.0,False,verified
2026-04-03T04:00:00+08:00,4,BEI-001,Beijing,39.887642,116.38095,0.0,13.1,0.0,0.0,False,verified
2026-04-03T05:00:00+08:00,5,BEI-001,Beijing,39.887642,116.38095,0.0,12.6,0.0,0.0,False,verified
2026-04-03T06:00:00+08:00,6,BEI-001,Beijing,39.887642,116.38095,0.0,11.8,0.0,0.0,False,verified
2026-04-03T07:00:00+08:00,7,BEI-001,Beijing,39.887642,116.38095,10.0,11.4,93.76,90.99,False,verified
2026-04-03T08:00:00+08:00,8,BEI-001,Beijing,39.887642,116.38095,72.0,11.9,673.87,654.75,False,verified
2026-04-03T09:00:00+08:00,9,BEI-001,Beijing,39.887642,116.38095,276.0,13.6,2567.32,2481.26,False,verified
2026-04-03T10:00:00+08:00,10,BEI-001,Beijing,39.887642,116.38095,496.0,15.8,4576.87,1922.29,True,rejected
2026-04-03T11:00:00+08:00,11,BEI-001,Beijing,39.887642,116.38095,615.0,17.9,5631.3,5450.29,False,verified
2026-04-03T12:00:00+08:00,12,BEI-001,Beijing,39.887642,116.38095,650.0,19.6,5914.44,5771.95,False,verified
2026-04-03T13:00:00+08:00,13,BEI-001,Beijing,39.887642,116.38095,685.0,23.5,6142.63,6096.43,False,verified
2026-04-03T14:00:00+08:00,14,BEI-001,Beijing,39.887642,116.38095,675.0,22.0,6087.17,5955.6,False,verified
2026-04-03T15:00:00+08:00,15,BEI-001,Beijing,39.887642,116.38095,569.0,21.4,5142.79,5080.58,False,verified
2026-04-03T16:00:00+08:00,16,BEI-001,Beijing,39.887642,116.38095,462.0,20.6,4188.19,4119.07,False,verified
2026-04-03T17:00:00+08:00,17,BEI-001,Beijing,39.887642,116.38095,279.37,19.0,2547.71,2449.68,False,verified
2026-04-03T18:00:00+08:00,18,BEI-001,Beijing,39.887642,116.38095,62.48,17.8,572.32,560.28,False,verified
2026-04-03T19:00:00+08:00,19,BEI-001,Beijing,39.887642,116.38095,0.0,16.1,0.0,0.0,False,verified
2026-04-03T20:00:00+08:00,20,BEI-001,Beijing,39.887642,116.38095,0.0,16.6,0.0,0.0,False,verified
2026-04-03T21:00:00+08:00,21,BEI-001,Beijing,39.887642,116.38095,0.0,16.1,0.0,0.0,False,verified
2026-04-03T22:00:00+08:00,22,BEI-001,Beijing,39.887642,116.38095,0.0,15.6,0.0,0.0,False,verified
2026-04-03T23:00:00+08:00,23,BEI-001,Beijing,39.887642,116.38095,0.0,14.6,0.0,0.0,False,verified
2026-04-04T00:00:00+08:00,0,BEI-001,Beijing,39.887642,116.38095,0.0,13.1,0.0,0.0,False,verified
2026-04-04T01:00:00+08:00,1,BEI-001,Beijing,39.887642,116.38095,0.0,11.8,0.0,0.0,False,verified
2026-04-04T02:00:00+08:00,2,BEI-001,Beijing,39.887642,116.38095,0.0,12.0,0.0,0.0,False,verified
2026-04-04T03:00:00+08:00,3,BEI-001,Beijing,39.887642,116.38095,0.0,11.2,0.0,0.0,False,verified
2026-04-04T04:00:00+08:00,4,BEI-001,Beijing,39.887642,116.38095,0.0,10.4,0.0,0.0,False,verified
2026-04-04T05:00:00+08:00,5,BEI-001,Beijing,39.887642,116.38095,0.0,9.9,0.0,0.0,False,verified
2026-04-04T06:00:00+08:00,6,BEI-001,Beijing,39.887642,116.38095,0.0,8.9,0.0,0.0,False,verified
2026-04-04T07:00:00+08:00,7,BEI-001,Beijing,39.887642,116.38095,44.0,8.2,417.31,409.05,False,verified
2026-04-04T08:00:00+08:00,8,BEI-001,Beijing,39.887642,116.38095,181.0,8.7,1713.62,1692.39,False,verified
2026-04-04T09:00:00+08:00,9,BEI-001,Beijing,39.887642,116.38095,353.0,10.1,3325.32,3289.58,False,verified
2026-04-04T10:00:00+08:00,10,BEI-001,Beijing,39.887642,116.38095,518.0,11.7,4851.64,4775.36,False,verified
2026-04-04T11:00:00+08:00,11,BEI-001,Beijing,39.887642,116.38095,649.0,13.3,6043.51,6001.38,False,verified
2026-04-04T12:00:00+08:00,12,BEI-001,Beijing,39.887642,116.38095,729.0,14.6,6756.45,10472.5,True,rejected
2026-04-04T13:00:00+08:00,13,BEI-001,Beijing,39.887642,116.38095,748.0,15.9,6899.68,6806.07,False,verified
2026-04-04T14:00:00+08:00,14,BEI-001,Beijing,39.887642,116.38095,705.0,16.2,6495.89,6417.22,False,verified
2026-04-04T15:00:00+08:00,15,BEI-001,Beijing,39.887642,116.38095,604.0,17.0,5548.95,5482.57,False,verified
2026-04-04T16:00:00+08:00,16,BEI-001,Beijing,39.887642,116.38095,457.0,16.9,4200.0,4104.22,False,verified
2026-04-04T17:00:00+08:00,17,BEI-001,Beijing,39.887642,116.38095,279.0,16.9,2564.12,2524.89,False,verified
2026-04-04T18:00:00+08:00,18,BEI-001,Beijing,39.887642,116.38095,64.95,16.4,597.97,583.07,False,verified
2026-04-04T19:00:00+08:00,19,BEI-001,Beijing,39.887642,116.38095,0.0,15.9,0.0,0.0,False,verified
2026-04-04T20:00:00+08:00,20,BEI-001,Beijing,39.887642,116.38095,0.0,15.1,0.0,0.0,False,verified
2026-04-04T21:00:00+08:00,21,BEI-001,Beijing,39.887642,116.38095,0.0,14.8,0.0,0.0,False,verified
2026-04-04T22:00:00+08:00,22,BEI-001,Beijing,39.887642,116.38095,0.0,14.1,0.0,0.0,False,verified
2026-04-04T23:00:00+08:00,23,BEI-001,Beijing,39.887642,116.38095,0.0,13.4,0.0,0.0,False,verified
2026-04-05T00:00:00+08:00,0,BEI-001,Beijing,39.887642,116.38095,0.0,12.6,0.0,1092.74,True,rejected
2026-04-05T01:00:00+08:00,1,BEI-001,Beijing,39.887642,116.38095,0.0,11.2,0.0,0.0,False,verified
2026-04-05T02:00:00+08:00,2,BEI-001,Beijing,39.887642,116.38095,0.0,10.1,0.0,0.0,False,verified
2026-04-05T03:00:00+08:00,3,BEI-001,Beijing,39.887642,116.38095,0.0,9.1,0.0,0.0,False,verified
2026-04-05T04:00:00+08:00,4,BEI-001,Beijing,39.887642,116.38095,0.0,8.6,0.0,0.0,False,verified
2026-04-05T05:00:00+08:00,5,BEI-001,Beijing,39.887642,116.38095,0.0,8.2,0.0,0.0,False,verified
2026-04-05T06:00:00+08:00,6,BEI-001,Beijing,39.887642,116.38095,0.0,8.3,0.0,1040.92,True,rejected
2026-04-05T07:00:00+08:00,7,BEI-001,Beijing,39.887642,116.38095,48.0,11.4,450.06,446.28,False,verified
2026-04-05T08:00:00+08:00,8,BEI-001,Beijing,39.887642,116.38095,190.0,13.8,1766.08,1685.61,False,verified
2026-04-05T09:00:00+08:00,9,BEI-001,Beijing,39.887642,116.38095,368.0,15.4,3400.71,3273.62,False,verified
2026-04-05T10:00:00+08:00,10,BEI-001,Beijing,39.887642,116.38095,541.0,15.9,4990.28,4958.03,False,verified
2026-04-05T11:00:00+08:00,11,BEI-001,Beijing,39.887642,116.38095,676.0,16.5,6221.83,5952.25,False,verified
2026-04-05T12:00:00+08:00,12,BEI-001,Beijing,39.887642,116.38095,755.0,17.1,6933.63,6791.7,False,verified
2026-04-05T13:00:00+08:00,13,BEI-001,Beijing,39.887642,116.38095,771.0,18.0,7057.12,6894.72,False,verified
2026-04-05T14:00:00+08:00,14,BEI-001,Beijing,39.887642,116.38095,718.0,18.4,6562.29,6534.61,False,verified
2026-04-05T15:00:00+08:00,15,BEI-001,Beijing,39.887642,116.38095,563.0,18.4,5145.64,4978.31,False,verified
2026-04-05T16:00:00+08:00,16,BEI-001,Beijing,39.887642,116.38095,434.0,18.0,3972.49,3852.89,False,verified
2026-04-05T17:00:00+08:00,17,BEI-001,Beijing,39.887642,116.38095,284.87,16.9,2618.04,2568.54,False,verified
2026-04-05T18:00:00+08:00,18,BEI-001,Beijing,39.887642,116.38095,67.42,16.1,621.39,600.67,False,verified
2026-04-05T19:00:00+08:00,19,BEI-001,Beijing,39.887642,116.38095,0.0,14.8,0.0,0.0,False,verified
2026-04-05T20:00:00+08:00,20,BEI-001,Beijing,39.887642,116.38095,0.0,13.6,0.0,0.0,False,verified
2026-04-05T21:00:00+08:00,21,BEI-001,Beijing,39.887642,116.38095,0.0,12.6,0.0,0.0,False,verified
2026-04-05T22:00:00+08:00,22,BEI-001,Beijing,39.887642,116.38095,0.0,11.8,0.0,0.0,False,verified
2026-04-05T23:00:00+08:00,23,BEI-001,Beijing,39.887642,116.38095,0.0,11.1,0.0,0.0,False,verified
2026-04-06T00:00:00+08:00,0,BEI-001,Beijing,39.887642,116.38095,0.0,10.5,0.0,735.37,True,rejected
2026-04-06T01:00:00+08:00,1,BEI-001,Beijing,39.887642,116.38095,0.0,9.8,0.0,0.0,False,verified
2026-04-06T02:00:00+08:00,2,BEI-001,Beijing,39.887642,116.38095,0.0,9.7,0.0,0.0,False,verified
2026-04-06T03:00:00+08:00,3,BEI-001,Beijing,39.887642,116.38095,0.0,9.4,0.0,0.0,False,verified
2026-04-06T04:00:00+08:00,4,BEI-001,Beijing,39.887642,116.38095,0.0,8.9,0.0,0.0,False,verified
2026-04-06T05:00:00+08:00,5,BEI-001,Beijing,39.887642,116.38095,0.0,8.4,0.0,0.0,False,verified
2026-04-06T06:00:00+08:00,6,BEI-001,Beijing,39.887642,116.38095,0.0,8.0,0.0,0.0,False,verified
2026-04-06T07:00:00+08:00,7,BEI-001,Beijing,39.887642,116.38095,28.0,8.3,265.47,270.64,False,verified
2026-04-06T08:00:00+08:00,8,BEI-001,Beijing,39.887642,116.38095,95.0,10.1,894.92,880.85,False,verified
2026-04-06T09:00:00+08:00,9,BEI-001,Beijing,39.887642,116.38095,345.0,11.3,3235.97,3170.02,False,verified
2026-04-06T10:00:00+08:00,10,BEI-001,Beijing,39.887642,116.38095,535.0,12.6,4994.6,4863.75,False,verified
2026-04-06T11:00:00+08:00,11,BEI-001,Beijing,39.887642,116.38095,662.0,13.8,6153.38,6038.78,False,verified
2026-04-06T12:00:00+08:00,12,BEI-001,Beijing,39.887642,116.38095,676.0,16.1,6230.97,6129.61,False,verified
2026-04-06T13:00:00+08:00,13,BEI-001,Beijing,39.887642,116.38095,733.0,17.5,6721.68,6568.42,False,verified
2026-04-06T14:00:00+08:00,14,BEI-001,Beijing,39.887642,116.38095,679.0,17.9,6217.32,6048.28,False,verified
2026-04-06T15:00:00+08:00,15,BEI-001,Beijing,39.887642,116.38095,482.0,18.1,4410.22,4361.78,False,verified
2026-04-06T16:00:00+08:00,16,BEI-001,Beijing,39.887642,116.38095,314.0,18.5,2868.8,2844.66,False,verified
2026-04-06T17:00:00+08:00,17,BEI-001,Beijing,39.887642,116.38095,121.0,17.8,1108.36,1079.9,False,verified
2026-04-06T18:00:00+08:00,18,BEI-001,Beijing,39.887642,116.38095,37.0,14.6,342.92,338.6,False,verified
2026-04-06T19:00:00+08:00,19,BEI-001,Beijing,39.887642,116.38095,0.0,14.5,0.0,0.0,False,verified
2026-04-06T20:00:00+08:00,20,BEI-001,Beijing,39.887642,116.38095,0.0,14.6,0.0,0.0,False,verified
2026-04-06T21:00:00+08:00,21,BEI-001,Beijing,39.887642,116.38095,0.0,14.1,0.0,0.0,False,verified
2026-04-06T22:00:00+08:00,22,BEI-001,Beijing,39.887642,116.38095,0.0,12.4,0.0,0.0,False,verified
2026-04-06T23:00:00+08:00,23,BEI-001,Beijing,39.887642,116.38095,0.0,10.0,0.0,0.0,False,verified
2026-04-07T00:00:00+08:00,0,BEI-001,Beijing,39.887642,116.38095,0.0,8.9,0.0,0.0,False,verified
2026-04-07T01:00:00+08:00,1,BEI-001,Beijing,39.887642,116.38095,0.0,8.1,0.0,0.0,False,verified
2026-04-07T02:00:00+08:00,2,BEI-001,Beijing,39.887642,116.38095,0.0,7.9,0.0,0.0,False,verified
2026-04-07T03:00:00+08:00,3,BEI-001,Beijing,39.887642,116.38095,0.0,7.4,0.0,0.0,False,verified
2026-04-07T04:00:00+08:00,4,BEI-001,Beijing,39.887642,116.38095,0.0,6.8,0.0,0.0,False,verified
2026-04-07T05:00:00+08:00,5,BEI-001,Beijing,39.887642,116.38095,0.0,6.2,0.0,0.0,False,verified
2026-04-07T06:00:00+08:00,6,BEI-001,Beijing,39.887642,116.38095,0.0,5.7,0.0,0.0,False,verified
2026-04-07T07:00:00+08:00,7,BEI-001,Beijing,39.887642,116.38095,53.0,5.6,507.33,490.38,False,verified
2026-04-07T08:00:00+08:00,8,BEI-001,Beijing,39.887642,116.38095,195.0,6.4,1861.32,1856.08,False,verified
2026-04-07T09:00:00+08:00,9,BEI-001,Beijing,39.887642,116.38095,371.0,8.0,3521.21,5457.88,True,rejected
2026-04-07T10:00:00+08:00,10,BEI-001,Beijing,39.887642,116.38095,536.0,9.4,5061.89,2125.99,True,rejected
2026-04-07T11:00:00+08:00,11,BEI-001,Beijing,39.887642,116.38095,666.0,10.6,6262.58,6150.76,False,verified
2026-04-07T12:00:00+08:00,12,BEI-001,Beijing,39.887642,116.38095,744.0,12.1,6958.33,6920.5,False,verified
2026-04-07T13:00:00+08:00,13,BEI-001,Beijing,39.887642,116.38095,761.0,13.4,7083.89,6973.65,False,verified
2026-04-07T14:00:00+08:00,14,BEI-001,Beijing,39.887642,116.38095,715.0,13.8,6646.02,6521.22,False,verified
2026-04-07T15:00:00+08:00,15,BEI-001,Beijing,39.887642,116.38095,611.0,14.5,5664.88,5402.94,False,verified
2026-04-07T16:00:00+08:00,16,BEI-001,Beijing,39.887642,116.38095,463.0,14.8,4288.0,4165.87,False,verified
2026-04-07T17:00:00+08:00,17,BEI-001,Beijing,39.887642,116.38095,289.0,14.5,2679.46,2617.35,False,verified
2026-04-07T18:00:00+08:00,18,BEI-001,Beijing,39.887642,116.38095,72.37,13.9,672.4,661.32,False,verified
2026-04-07T19:00:00+08:00,19,BEI-001,Beijing,39.887642,116.38095,0.0,13.2,0.0,0.0,False,verified
2026-04-07T20:00:00+08:00,20,BEI-001,Beijing,39.887642,116.38095,0.0,12.6,0.0,0.0,False,verified
2026-04-07T21:00:00+08:00,21,BEI-001,Beijing,39.887642,116.38095,0.0,12.3,0.0,0.0,False,verified
2026-04-07T22:00:00+08:00,22,BEI-001,Beijing,39.887642,116.38095,0.0,11.8,0.0,964.86,True,rejected
2026-04-07T23:00:00+08:00,23,BEI-001,Beijing,39.887642,116.38095,0.0,11.1,0.0,0.0,False,verified
2026-04-08T00:00:00+08:00,0,BEI-001,Beijing,39.887642,116.38095,0.0,10.1,0.0,0.0,False,verified
2026-04-08T01:00:00+08:00,1,BEI-001,Beijing,39.887642,116.38095,0.0,8.9,0.0,0.0,False,verified
2026-04-08T02:00:00+08:00,2,BEI-001,Beijing,39.887642,116.38095,0.0,8.2,0.0,0.0,False,verified
2026-04-08T03:00:00+08:00,3,BEI-001,Beijing,39.887642,116.38095,0.0,7.9,0.0,0.0,False,verified
2026-04-08T04:00:00+08:00,4,BEI-001,Beijing,39.887642,116.38095,0.0,7.4,0.0,0.0,False,verified
2026-04-08T05:00:00+08:00,5,BEI-001,Beijing,39.887642,116.38095,0.0,6.8,0.0,0.0,False,verified
2026-04-08T06:00:00+08:00,6,BEI-001,Beijing,39.887642,116.38095,0.0,6.5,0.0,0.0,False,verified
2026-04-08T07:00:00+08:00,7,BEI-001,Beijing,39.887642,116.38095,54.0,6.7,514.89,511.9,False,verified
2026-04-08T08:00:00+08:00,8,BEI-001,Beijing,39.887642,116.38095,193.0,7.6,1834.4,1786.43,False,verified
2026-04-08T09:00:00+08:00,9,BEI-001,Beijing,39.887642,116.38095,367.0,9.6,3463.41,3392.98,False,verified
2026-04-08T10:00:00+08:00,10,BEI-001,Beijing,39.887642,116.38095,531.0,11.6,4975.2,4851.97,False,verified
2026-04-08T11:00:00+08:00,11,BEI-001,Beijing,39.887642,116.38095,653.0,13.8,6069.73,5916.92,False,verified
2026-04-08T12:00:00+08:00,12,BEI-001,Beijing,39.887642,116.38095,730.0,16.2,6726.24,6528.52,False,verified
2026-04-08T13:00:00+08:00,13,BEI-001,Beijing,39.887642,116.38095,746.0,18.4,6818.21,6736.73,False,verified
2026-04-08T14:00:00+08:00,14,BEI-001,Beijing,39.887642,116.38095,697.0,18.9,6358.58,6339.82,False,verified
2026-04-08T15:00:00+08:00,15,BEI-001,Beijing,39.887642,116.38095,552.0,19.5,5024.59,4925.79,False,verified
2026-04-08T16:00:00+08:00,16,BEI-001,Beijing,39.887642,116.38095,85.0,18.0,778.02,776.74,False,verified
2026-04-08T17:00:00+08:00,17,BEI-001,Beijing,39.887642,116.38095,42.0,17.2,385.57,382.94,False,verified
2026-04-08T18:00:00+08:00,18,BEI-001,Beijing,39.887642,116.38095,36.0,16.6,331.22,318.33,False,verified
2026-04-08T19:00:00+08:00,19,BEI-001,Beijing,39.887642,116.38095,0.0,16.3,0.0,0.0,False,verified
2026-04-08T20:00:00+08:00,20,BEI-001,Beijing,39.887642,116.38095,0.0,16.2,0.0,0.0,False,verified
2026-04-08T21:00:00+08:00,21,BEI-001,Beijing,39.887642,116.38095,0.0,14.4,0.0,1054.48,True,rejected
2026-04-08T22:00:00+08:00,22,BEI-001,Beijing,39.887642,116.38095,0.0,13.1,0.0,0.0,False,verified
2026-04-08T23:00:00+08:00,23,BEI-001,Beijing,39.887642,116.38095,0.0,12.8,0.0,0.0,False,verified
2026-04-09T00:00:00+08:00,0,BEI-001,Beijing,39.887642,116.38095,0.0,12.7,0.0,0.0,False,verified
2026-04-09T01:00:00+08:00,1,BEI-001,Beijing,39.887642,116.38095,0.0,12.4,0.0,0.0,False,verified
2026-04-09T02:00:00+08:00,2,BEI-001,Beijing,39.887642,116.38095,0.0,12.2,0.0,0.0,False,verified
2026-04-09T03:00:00+08:00,3,BEI-001,Beijing,39.887642,116.38095,0.0,12.0,0.0,0.0,False,verified
2026-04-09T04:00:00+08:00,4,BEI-001,Beijing,39.887642,116.38095,0.0,11.6,0.0,0.0,False,verified
2026-04-09T05:00:00+08:00,5,BEI-001,Beijing,39.887642,116.38095,0.0,11.4,0.0,0.0,False,verified
2026-04-09T06:00:00+08:00,6,BEI-001,Beijing,39.887642,116.38095,0.0,11.1,0.0,0.0,False,verified
2026-04-09T07:00:00+08:00,7,BEI-001,Beijing,39.887642,116.38095,7.0,11.1,65.7,62.64,False,verified
2026-04-09T08:00:00+08:00,8,BEI-001,Beijing,39.887642,116.38095,30.0,11.1,281.59,272.87,False,verified
2026-04-09T09:00:00+08:00,9,BEI-001,Beijing,39.887642,116.38095,39.0,10.8,366.46,358.34,False,verified
2026-04-09T10:00:00+08:00,10,BEI-001,Beijing,39.887642,116.38095,142.0,11.4,1331.43,1280.88,False,verified
2026-04-09T11:00:00+08:00,11,BEI-001,Beijing,39.887642,116.38095,92.0,11.4,862.61,841.74,False,verified
2026-04-09T12:00:00+08:00,12,BEI-001,Beijing,39.887642,116.38095,196.0,12.3,1831.78,1829.31,False,verified
2026-04-09T13:00:00+08:00,13,BEI-001,Beijing,39.887642,116.38095,130.0,12.6,1213.64,1207.88,False,verified
2026-04-09T14:00:00+08:00,14,BEI-001,Beijing,39.887642,116.38095,188.0,11.8,1760.19,1742.38,False,verified
2026-04-09T15:00:00+08:00,15,BEI-001,Beijing,39.887642,116.38095,146.0,11.9,1366.46,1324.45,False,verified
2026-04-09T16:00:00+08:00,16,BEI-001,Beijing,39.887642,116.38095,78.0,12.0,729.77,714.14,False,verified
2026-04-09T17:00:00+08:00,17,BEI-001,Beijing,39.887642,116.38095,46.0,11.9,430.53,426.44,False,verified
2026-04-09T18:00:00+08:00,18,BEI-001,Beijing,39.887642,116.38095,47.0,11.9,439.89,424.22,False,verified
2026-04-09T19:00:00+08:00,19,BEI-001,Beijing,39.887642,116.38095,0.0,11.6,0.0,0.0,False,verified
2026-04-09T20:00:00+08:00,20,BEI-001,Beijing,39.887642,116.38095,0.0,11.1,0.0,0.0,False,verified
2026-04-09T21:00:00+08:00,21,BEI-001,Beijing,39.887642,116.38095,0.0,10.9,0.0,0.0,False,verified
2026-04-09T22:00:00+08:00,22,BEI-001,Beijing,39.887642,116.38095,0.0,10.6,0.0,0.0,False,verified
2026-04-09T23:00:00+08:00,23,BEI-001,Beijing,39.887642,116.38095,0.0,10.2,0.0,0.0,False,verified
2026-04-10T00:00:00+08:00,0,BEI-001,Beijing,39.887642,116.38095,0.0,10.1,0.0,0.0,False,verified
2026-04-10T01:00:00+08:00,1,BEI-001,Beijing,39.887642,116.38095,0.0,10.0,0.0,0.0,False,verified
2026-04-10T02:00:00+08:00,2,BEI-001,Beijing,39.887642,116.38095,0.0,10.9,0.0,0.0,False,verified
2026-04-10T03:00:00+08:00,3,BEI-001,Beijing,39.887642,116.38095,0.0,10.9,0.0,0.0,False,verified
2026-04-10T04:00:00+08:00,4,BEI-001,Beijing,39.887642,116.38095,0.0,9.9,0.0,0.0,False,verified
2026-04-10T05:00:00+08:00,5,BEI-001,Beijing,39.887642,116.38095,0.0,9.0,0.0,0.0,False,verified
2026-04-10T06:00:00+08:00,6,BEI-001,Beijing,39.887642,116.38095,1.0,8.6,9.47,9.28,False,verified
2026-04-10T07:00:00+08:00,7,BEI-001,Beijing,39.887642,116.38095,54.0,8.6,511.43,505.66,False,verified
